LREN3 Daily Return,0.0
MTUM Daily Returns,0.0
QUAL Daily Returns,0.0
VLUE Daily Returns,0.0
EFAV Daily Returns,0.0
SIZE Daily Returns,0.12818
EWZ Daily Returns,0.0
EWZS Daily Returns,0.0
BZQ Daily Returns,0.87182
